timestamp,station,mmsi,longitude,latitude,speedoverground,courseoverground,heading,status
2024-04-28T13:58:38Z,10004,237041100,23.641865,37.767608333333335,7.0,154.60000000000002,153,11
2024-04-30T01:16:14Z,10004,240013300,23.725485,37.87735,0.0,346.8,154,10
2024-04-24T20:35:03Z,10004,237741100,23.45093,37.49981666666667,0.0,0.0,0,11
2024-04-28T11:04:30Z,10004,240013300,23.725455,37.87735666666666,0.0,247.8,154,10
2024-04-23T14:43:25Z,10003,241654000,23.536016666666665,37.86117166666666,0.0,168.5,140,12
2024-04-28T15:25:18Z,10004,237041100,23.754416666666668,37.63639333333333,6.4,133.4,134,11
2024-04-26T05:55:12Z,10004,239110400,23.67146,37.93958333333333,0.2,0.0,0,3
2024-04-24T22:53:16Z,10001,239383000,25.00618,37.34161666666667,2.8000000000000003,87.0,85,7
2024-04-23T14:59:47Z,10004,239383000,23.62652,37.89255666666666,9.3,337.0,340,7
2024-04-22T03:02:58Z,10004,240226600,23.6841,37.93228833333333,0.0,0.0,0,6
2024-04-20T01:48:58Z,10004,240266900,23.702106666666666,37.912731666666666,0.1,0.0,0,15
2024-04-24T19:39:52Z,10004,240917000,23.62321,37.934576666666665,0.0,205.4,99,13
2024-04-22T17:22:03Z,10004,241654000,23.541885,37.89493333333333,0.2,119.4,196,12
2024-04-26T10:16:01Z,10004,239882000,23.541916666666665,38.019531666666666,11.1,354.40000000000003,0,3
